jaar,patientgroep,Provincie,geslacht,leeftijdsklasse,dialysevorm,dialysevorm_sub,prevalentie_abs,prevalentie_rel,prevalentie_rel_std,incidentie_dag1_abs,incidentie_dag1_rel,incidentie_dag1_rel_std,incidentie_dag91_abs,incidentie_dag91_rel,incidentie_dag91_rel_std,Aantal_patienten_kosten,Zorgkosten_totaal,Zorgkosten_eerstelijns,Zorgkosten_medicatie,Zorgkosten_ziekenvervoer,Zorgkosten_GGZ,Zorgkosten_overig,Zorgkosten_DBC_RRT,Zorgkosten_DBC_overig,Zorgkosten_DBC_totaal,Noemer_overige_themas,Aantal_specialist,Pct_specialist,Aantal_cardioloog,Pct_cardioloog,Aantal_internist,Pct_internist,Aantal_dermatoloog,Pct_dermatoloog,Aantal_chirurg,Pct_chrirug,Aantal_fysiotherapeut,Pct_fysiotherapeut,Aantal_dietist,pct_dietist,Aantal_shuntinterventies,Pct_shuntinterventies,Aantal_screening_transplantatie,Pct_screening_transplantatie,Aantal_intensive_care,Pct_intensive_care,Aantal_dialyse_intensive_care,Pct_dialyse_intensive_care,Aantal_antihypertensiva_RAAS,Pct_antihypertensiva_RAAS,Aantal_antihyp_ACE_remmers,Pct_antihyp_ACE_remmers,Aantal_diabetesmed_insuline,Pct_diabetesmed_insuline,Aantal_diabetesmed_overig,Pct_diabetesmed_overig,Aantal_lipid_statine,Pct_lipid_statine,Aantal_lipid_overig,Pct_lipid_overig,Aantal_antidepressiva,Pct_antidepressiva,Aantal_slaapmedicatie,Pct_slaapmedicatie,Aantal_antistolling,Pct_antistolling,Aantal_overlijden,pct_overlijden,Aantal_procedure_vaatlijden,Pct_procedure_vaatlijden,Aantal_SEH,pct_seh,Aantal_polikliniek,Pct_polikliniek,Aantal_opname,pct_opname,Aantal_diabetes,Pct_diabetes,Aantal_maligniteit,pct_maligniteit,Aantal_macrovasculair,pct_macrovasculair,Aantal_coronair,pct_coronair,Aantal_perif_art_vaatl,Pct_perif_art_vaatl,Aantal_CVA_TIA,Pct_CVA_TIA,Aantal_hypertensie,pct_hypertensie
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M+V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,Alle (20+),Alle,Alle,168,340,369,,,,,,,,,,,,,,,,,168,157,93.45%,63,40.13%,88,56.05%,30,19.11%,52,33.12%,13,7.74%,,,,,,,16,9.52%,,,88,52.38%,45,26.79%,35,20.83%,,,,,,,,,,,,,20,11.90%,,,,,,,,,,,11,6.55%,22,13.10%,15,8.93%,,,,,143,85.12%
2012,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,136,276,300,,,,,,,,,,,,,,,,,136,129,94.85%,53,41.09%,,,,,,,,,,,,,,,,,,,64,47.06%,29,21.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,83.09%
2012,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,Alle (20+),Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,32,65,69,,,,,,,,,,,,,,,,,32,28,87.50%,10,35.71%,,,,,,,,,,,,,,,,,,,24,75.00%,16,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,93.75%
2012,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),APD,21,43,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,Alle (20+),Peritoneale dialyse (PD),CAPD,11,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Alle,Alle,16,74,75,,,,,,,,,,,,,,,,,16,14,87.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,75.00%
2012,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Alle,Alle,58,345,350,,,,,,,,,,,,,,,,,58,55,94.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,87.93%
2012,Dialyse,Utrecht,V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Alle,Alle,40,711,714,,,,,,,,,,,,,,,,,40,38,95.00%,12,31.58%,23,60.53%,,,,,,,,,,,,,,,,,15,37.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,92.50%
2012,Dialyse,Utrecht,V,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Alle,Alle,54,1053,1063,,,,,,,,,,,,,,,,,54,50,92.59%,22,44.00%,29,58.00%,11,22.00%,14,28.00%,,,,,,,,,,,,,31,57.41%,11,20.37%,11,20.37%,,,,,,,,,,,,,12,22.22%,,,,,,,,,,,,,,,,,,,,,43,79.63%
2012,Dialyse,Utrecht,V,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,V,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,Alle (20+),Alle,Alle,231,503,547,,,,,,,,,,,,,,,,,231,204,88.31%,106,51.96%,85,41.67%,47,23.04%,64,31.37%,20,8.66%,,,,,,,18,7.79%,,,120,51.95%,70,30.30%,52,22.51%,,,,,,,,,,,,,40,17.32%,,,,,,,,,,,25,10.82%,68,29.44%,42,18.18%,,,,,197,85.28%
2012,Dialyse,Utrecht,M,Alle (20+),Hemodialyse (HD),Alle subvormen HD,190,414,451,,,,,,,,,,,,,,,,,190,168,88.42%,87,51.79%,,,,,,,,,,,,,,,,,,,94,49.47%,52,27.37%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,83.16%
2012,Dialyse,Utrecht,M,Alle (20+),Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,Alle (20+),Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,41,89,97,,,,,,,,,,,,,,,,,41,36,87.80%,19,52.78%,,,,,,,,,,,,,,,,,,,26,63.41%,18,43.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,95.12%
2012,Dialyse,Utrecht,M,Alle (20+),Peritoneale dialyse (PD),APD,21,46,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,Alle (20+),Peritoneale dialyse (PD),CAPD,20,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Alle,Alle,22,105,106,,,,,,,,,,,,,,,,,22,17,77.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,90.91%
2012,Dialyse,Utrecht,M,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Alle,Alle,64,384,389,,,,,,,,,,,,,,,,,64,50,78.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,78.13%
2012,Dialyse,Utrecht,M,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,45-64 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Alle,Alle,54,1042,1043,,,,,,,,,,,,,,,,,54,51,94.44%,32,62.75%,21,41.18%,,,,,,,,,,,,,,,,,24,44.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,88.89%
2012,Dialyse,Utrecht,M,65-74 jaar,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,65-74 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Alle,Alle,91,2832,2836,,,,,,,,,,,,,,,,,91,86,94.51%,43,50.00%,37,43.02%,22,25.58%,22,25.58%,,,,,,,,,,,,,48,52.75%,22,24.18%,14,15.38%,,,,,,,,,,,,,22,24.18%,,,,,,,,,,,,,,,,,,,,,79,86.81%
2012,Dialyse,Utrecht,M,75 jaar en ouder,Hemodialyse (HD),Alle subvormen HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Peritoneale dialyse (PD),Alle subvormen PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Utrecht,M,75 jaar en ouder,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Alle,Alle,1054,508,531,,,,,,,,,,,,,,,,,1054,980,92.98%,532,54.29%,593,60.51%,216,22.04%,470,47.96%,76,7.21%,,,,,,,108,10.25%,41,37.96%,536,50.85%,318,30.17%,223,21.16%,107,10.15%,551,52.28%,21,1.99%,123,11.67%,94,8.92%,619,58.73%,152,14.42%,,,,,,,,,,,131,12.43%,257,24.38%,144,13.66%,110,10.44%,34,3.23%,924,87.67%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Hemodialyse (HD),Alle subvormen HD,871,420,439,,,,,,,,,,,,,,,,,871,815,93.57%,441,54.11%,491,60.25%,179,21.96%,397,48.71%,63,7.23%,,,,,,,94,10.79%,,,425,48.79%,254,29.16%,185,21.24%,88,10.10%,440,50.52%,,,,,,,,,129,14.81%,,,,,,,,,,,109,12.51%,208,23.88%,111,12.74%,91,10.45%,,,749,85.99%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Hemodialyse (HD),HD in centrum,848,409,428,,,,,,,,,,,,,,,,,848,794,93.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,86.67%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Hemodialyse (HD),HD thuis,23,11,11,,,,,,,,,,,,,,,,,23,21,91.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,60.87%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Peritoneale dialyse (PD),Alle subvormen PD,183,88,92,,,,,,,,,,,,,,,,,183,165,90.16%,91,55.15%,102,61.82%,37,22.42%,73,44.24%,13,7.10%,,,,,,,14,7.65%,,,111,60.66%,64,34.97%,38,20.77%,19,10.38%,111,60.66%,,,,,,,,,23,12.57%,,,,,,,,,,,22,12.02%,49,26.78%,33,18.03%,19,10.38%,,,175,95.63%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Peritoneale dialyse (PD),APD,100,48,50,,,,,,,,,,,,,,,,,100,94,94.00%,48,51.06%,55,58.51%,24,25.53%,37,39.36%,,,,,,,,,,,,,61,61.00%,41,41.00%,23,23.00%,,,,,,,,,,,,,10,10.00%,,,,,,,,,,,,,24,24.00%,16,16.00%,,,,,94,94.00%
2012,Dialyse,Noord-Holland,M+V,Alle (20+),Peritoneale dialyse (PD),CAPD,83,40,42,,,,,,,,,,,,,,,,,83,71,85.54%,43,60.56%,47,66.20%,13,18.31%,36,50.70%,,,,,,,,,,,,,50,60.24%,23,27.71%,15,18.07%,,,,,,,,,,,,,13,15.66%,,,,,,,,,,,,,25,30.12%,17,20.48%,,,,,81,97.59%
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Alle,Alle,126,141,140,,,,,,,,,,,,,,,,,126,113,89.68%,52,46.02%,60,53.10%,23,20.35%,66,58.41%,,,,,,,,,20,15.87%,,,60,47.62%,38,30.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.90%,,,,,,,98,77.78%
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Hemodialyse (HD),Alle subvormen HD,113,126,126,,,,,,,,,,,,,,,,,113,101,89.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,76.99%
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Hemodialyse (HD),HD in centrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Hemodialyse (HD),HD thuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Peritoneale dialyse (PD),Alle subvormen PD,13,15,14,,,,,,,,,,,,,,,,,13,12,92.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,84.62%
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Peritoneale dialyse (PD),APD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,20-44 jaar,Peritoneale dialyse (PD),CAPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Alle,Alle,344,464,467,,,,,,,,,,,,,,,,,344,319,92.73%,171,53.61%,204,63.95%,60,18.81%,161,50.47%,,,,,,,,,41,11.92%,21,51.22%,196,56.98%,128,37.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,20.06%,,,,,,,297,86.34%
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Hemodialyse (HD),Alle subvormen HD,264,356,359,,,,,,,,,,,,,,,,,264,248,93.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,83.71%
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Hemodialyse (HD),HD in centrum,249,336,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Hemodialyse (HD),HD thuis,15,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Peritoneale dialyse (PD),Alle subvormen PD,80,108,109,,,,,,,,,,,,,,,,,80,71,88.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,95.00%
2012,Dialyse,Noord-Holland,M+V,45-64 jaar,Peritoneale dialyse (PD),APD,50,67,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
